name,Buy-,Sell+,color 1,color 2,size,Miles_Price,source,seasonal_Availability,mannequin_Piece,style,type,villager_Equippable,catalog,filename,unique_Entry_ID
sweatshirt,700,175,Blue,Blue,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopOuterLSweat5,7980,hve5xBawbuGjRXF2R
sweetheart tank and shirt,1200,300,Gray,White,1,640,Able Sisters,All Year,No,Elegant,Yes,For sale,TopsTexTopYshirtsLBustier0,4578,gwnNYkzXpXQS7iRb9
sweetheart tank and shirt,1200,300,Orange,White,1,640,Able Sisters,All Year,No,Elegant,Yes,For sale,TopsTexTopYshirtsLBustier1,9032,rRoxaLN2cg4PzNqrn
sweetheart tank and shirt,1200,300,Green,White,1,640,Able Sisters,All Year,No,Elegant,Yes,For sale,TopsTexTopYshirtsLBustier2,9033,5cH3DQ8pqiyya7wFu
sweetheart tank and shirt,1200,300,Pink,White,1,640,Able Sisters,All Year,No,Elegant,Yes,For sale,TopsTexTopYshirtsLBustier3,9034,GZSDRuMgmwaLjKDdf
sweetheart tank and shirt,1200,300,Blue,White,1,640,Able Sisters,All Year,No,Elegant,Yes,For sale,TopsTexTopYshirtsLBustier4,9035,mYT5zFDFWRaghdePf
tailcoat,2500,625,Black,Gray,1,640,Able Sisters,All Year,No,Elegant,Yes,For sale,TopsTexTopCoatLTailcoat0,4440,BcAFCR5xgoJ2gfCnu
tailcoat,2500,625,White,Blue,1,640,Able Sisters,All Year,No,Elegant,Yes,For sale,TopsTexTopCoatLTailcoat1,8284,At575nEKr4yoexzfJ
tailored jacket,1400,350,Gray,White,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopYshirtsLTailored0,3474,6JowjzkiZriByKcbA
tailored jacket,1400,350,Black,White,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopYshirtsLTailored1,8272,qQTHCADcSmYhBpYrd
tailored jacket,1400,350,Blue,White,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopYshirtsLTailored2,8273,xsqaCmyS92Kp96bfB
tailored jacket,1400,350,Beige,White,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopYshirtsLTailored3,8274,hfhFgRPj7cJZRdKkX
tailored jacket,1400,350,Green,White,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopYshirtsLTailored4,8275,F9fAnH5brQ5YCq6xc
tank,350,87,Black,Black,1,640,Able Sisters,Summer,No,Simple,Yes,For sale,TopsTexTopTshirtsNTanktop0,3192,usnhrMGXKgBrjCSRx
tank,350,87,White,White,1,640,Able Sisters,Summer,No,Simple,Yes,For sale,TopsTexTopTshirtsNTanktop1,8373,BYLgAEnGWsf7yFYH2
tank,350,87,Brown,Brown,1,640,Able Sisters,Summer,No,Simple,Yes,For sale,TopsTexTopTshirtsNTanktop2,8374,R5zDnWRs2AhhfBdoJ
tank,350,87,Red,Red,1,640,Able Sisters,Summer,No,Simple,Yes,For sale,TopsTexTopTshirtsNTanktop3,8375,E6L6EfiJZiJNgcNQH
tank,350,87,Blue,Blue,1,640,Able Sisters,Summer,No,Simple,Yes,For sale,TopsTexTopTshirtsNTanktop4,8376,ST7z58LiuJx4gzaNg
tee-parka combo,1400,350,Yellow,White,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopOuterLParkertshirt0,4423,tS5NLyyFXadqZu9ZB
tee-parka combo,1400,350,Blue,White,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopOuterLParkertshirt1,7984,wyxhdGBe5wmdyotJD
tee-parka combo,1400,350,Orange,White,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopOuterLParkertshirt2,7985,rFocrft4TasWGzWCP
tee-parka combo,1400,350,Pink,White,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopOuterLParkertshirt3,7986,C3om2GyytLZ5mDLf5
tee-parka combo,1400,350,Green,White,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopOuterLParkertshirt4,7987,bjfw7htj3YQydswyS
tennis sweater,1440,360,White,White,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopOuterLTennis0,3599,sAzQag25YoPGutGtH
tennis sweater,1440,360,Green,Light blue,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopOuterLTennis1,7749,v33wuT8gpCRoosQ3p
tennis sweater,1440,360,Brown,Light blue,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopOuterLTennis2,7750,GbQtGZdDRt8GdmRLu
tennis sweater,1440,360,Red,Light blue,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopOuterLTennis3,7751,HDfynaBjHNKzHb9dC
terry-cloth nightgown,1440,360,Light blue,White,1,640,Able Sisters,Winter,No,Cute,Yes,For sale,TopsTexTopCoatLPajamas0,11095,quaZXmtHGzaXRhaYj
terry-cloth nightgown,1440,360,Blue,White,1,640,Able Sisters,Winter,No,Cute,Yes,For sale,TopsTexTopCoatLPajamas1,11927,4RaNSPz3N7ZE9Nfy2
terry-cloth nightgown,1440,360,Green,White,1,640,Able Sisters,Winter,No,Cute,Yes,For sale,TopsTexTopCoatLPajamas2,11928,Z6HrGM4BWYgoXakBi
terry-cloth nightgown,1440,360,Orange,White,1,640,Able Sisters,Winter,No,Cute,Yes,For sale,TopsTexTopCoatLPajamas3,11929,nn9uKBRnJ2vvwifar
terry-cloth nightgown,1440,360,Pink,White,1,640,Able Sisters,Winter,No,Cute,Yes,For sale,TopsTexTopCoatLPajamas4,11930,LmWMwpm2fQJCr2WMf
terry-cloth nightgown,1440,360,Yellow,White,1,640,Able Sisters,Winter,No,Cute,Yes,For sale,TopsTexTopCoatLPajamas5,12189,ZPxKjuDhg8rcJBCke
terry-cloth nightgown,1440,360,Purple,White,1,640,Able Sisters,Winter,No,Cute,Yes,For sale,TopsTexTopCoatLPajamas6,12190,hdDLahyD64JxB56Fk
terry-cloth nightgown,1440,360,Green,White,1,640,Able Sisters,Winter,No,Cute,Yes,For sale,TopsTexTopCoatLPajamas7,12191,TscyyY6gA7TWJTLoa
text shirt,800,200,Black,Gray,1,640,Able Sisters,All Year,Yes,Cool,Yes,For sale,TopsTexTopTshirtsLAlphabet0,4340,P8BYsmi6va7PJ5pnF
text shirt,800,200,White,Gray,1,640,Able Sisters,All Year,No,Cool,Yes,For sale,TopsTexTopTshirtsLAlphabet1,8403,cG9wocvdh7ZCHQXpP
text shirt,800,200,Red,Black,1,640,Able Sisters,All Year,No,Cool,Yes,For sale,TopsTexTopTshirtsLAlphabet2,8404,gYMYwoyFrZPM9Eo64
thick-stripes shirt,1120,280,Yellow,Blue,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopYshirtsLRugby0,3666,hjWjh6fddnQxNw7Dv
thick-stripes shirt,1120,280,Green,Blue,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopYshirtsLRugby1,7622,9ij62FBzPRsxWKauZ
thick-stripes shirt,1120,280,Red,Blue,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopYshirtsLRugby2,7623,C9ZYRGGpYjrnnQBs2
thick-stripes shirt,1120,280,Beige,Blue,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopYshirtsLRugby3,7624,ENzF5vBvPL9YWi3p8
thick-stripes shirt,1120,280,Purple,Green,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopYshirtsLRugby4,7625,TGWjXxBaQ5azko2SX
thick-stripes shirt,1120,280,Red,Orange,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopYshirtsLRugby5,7626,hhAg3nkrFLeTjjnYR
thick-stripes shirt,1120,280,Gray,Blue,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopYshirtsLRugby6,7627,2TdPLhyZrguzzxe4o
thick-stripes shirt,1120,280,Light blue,Black,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopYshirtsLRugby7,7628,4SE2998q8YP5X24dY
thief's costume,2600,650,Black,Red,1,640,Able Sisters,All Year,No,Cool,Yes,For sale,TopsTexTopCoatLThiefBlack,5134,mzicEzdYT9bQvNSc5
thread-worn sweater,980,245,Green,White,1,640,Able Sisters,All Year,No,Cool,Yes,For sale,TopsTexTopTshirtsLDamage0,5126,Yh6QRfZZCZiYAggLw
thread-worn sweater,980,245,Black,White,1,640,Able Sisters,All Year,Yes,Cool,Yes,For sale,TopsTexTopTshirtsLDamage1,8556,5WikqoBPEKiw2wvJu
thread-worn sweater,980,245,Beige,White,1,640,Able Sisters,All Year,No,Cool,Yes,For sale,TopsTexTopTshirtsLDamage2,8557,6djwvSaBqAj3kz8Ep
thread-worn sweater,980,245,Pink,White,1,640,Able Sisters,All Year,No,Cool,Yes,For sale,TopsTexTopTshirtsLDamage3,8558,9dKYw5fCXsrbgShFv
three-ball tee,560,140,Red,White,1,640,Nook Shopping Catalog,All Year,No,Active,Yes,For sale,TopsTexTopTshirtsHNumberball3,2498,i5drcDjwqEoZFsPEf
tie-dye shirt,800,200,Colorful,Colorful,1,640,Nook Shopping Catalog,All Year,No,Active,Yes,For sale,TopsTexTopTshirtsHTiedyeRainbow,4211,5wFAi9omky75z2P8u
tiger jacket,1750,437,Green,White,1,640,Able Sisters,Winter,No,Active,Yes,For sale,TopsTexTopOuterLSukajantigerGreen,3253,PQQm9SwKwsr7tiHMW
tight-knit sweater,800,200,Black,Black,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopYshirtsLSlimknit0,4302,fDaQHhDLPxLuq9fa5
tight-knit sweater,800,200,Beige,Beige,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopYshirtsLSlimknit1,8552,ngfwkdoA547PTwrd8
tight-knit sweater,800,200,Gray,Gray,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopYshirtsLSlimknit2,8553,WsHkMACXfY6fvMa4Q
top coat,2000,500,Light blue,Blue,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopCoatLSoutiencollar0,4574,sifMA4GrfEWGk2LA4
top coat,2000,500,Beige,Pink,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopCoatLSoutiencollar1,8455,AXtPAdDqRhdqL4vYF
top coat,2000,500,Brown,Green,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopCoatLSoutiencollar2,8456,a9Ke52BSuZszZDThr
top coat,2000,500,Pink,White,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopCoatLSoutiencollar3,8457,xq9bhY6vEchJFcXtk
track jacket,910,227,Blue,Light blue,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopYshirtsLSportsjersey0,3334,HvRR4Xs5Efb7JbAgW
track jacket,910,227,Gray,Pink,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopYshirtsLSportsjersey1,7611,YtMXqNWCCvk7gHStq
track jacket,910,227,White,Pink,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopYshirtsLSportsjersey2,7612,58ZJAWeYPzZuqDjbZ
track jacket,910,227,Orange,Black,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopYshirtsLSportsjersey3,7613,WXSBbupxdP8ekxi2P
track jacket,910,227,Blue,Black,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopYshirtsLSportsjersey4,7614,TjJbf6y6sLdQ8bjiB
track jacket,910,227,Green,White,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopYshirtsLSportsjersey5,7615,EjigD3TBsGQGmn2Hp
track jacket,910,227,Blue,Orange,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopYshirtsLSportsjersey6,7616,vbevhTaPsv7acsxm7
traditional straw coat,1348.395967,160,Beige,Beige,1,640,Crafting,All Year,No,Simple,Yes,Not for sale,TopsTexTopCoatLStrawBeige,5291,zXMsYoKm2DyJPZgoY
tree sweater,880,220,Beige,Green,1,640,Nook Shopping Catalog,Winter,No,Simple,Yes,For sale,TopsTexTopOuterLTree0,8194,THhQgeXeutm26jHxt
trench coat,1680,420,Beige,Beige,1,640,Able Sisters,All Year,No,Elegant,Yes,For sale,TopsTexTopCoatLTrench0,2402,LZzoavieA5mTpq8pZ
trench coat,1680,420,Light blue,Light blue,1,640,Able Sisters,All Year,No,Elegant,Yes,For sale,TopsTexTopCoatLTrench1,9284,ruR4hBKpNmJkuZtuY
trench coat,1680,420,Red,Red,1,640,Able Sisters,All Year,No,Elegant,Yes,For sale,TopsTexTopCoatLTrench2,9285,YRtqpkC7Ro86zqBwQ
trench coat,1680,420,Orange,Orange,1,640,Able Sisters,All Year,No,Elegant,Yes,For sale,TopsTexTopCoatLTrench3,9286,Wx8pQEWX9PxhvdJHd
trench coat,1680,420,Blue,Blue,1,640,Able Sisters,All Year,No,Elegant,Yes,For sale,TopsTexTopCoatLTrench4,9287,2DurL44iMsMqwGKSm
tube top,640,160,Green,Green,1,640,Able Sisters,Summer,No,Cute,Yes,For sale,TopsTexTopTshirtsNTubetop0,4253,9pzPEtvp6Dm3TC9m2
tube top,640,160,Red,Red,1,640,Able Sisters,Summer,No,Cute,Yes,For sale,TopsTexTopTshirtsNTubetop1,8082,GrynFZaxgEnhkqKA5
tube top,640,160,Orange,Orange,1,640,Able Sisters,Summer,No,Cute,Yes,For sale,TopsTexTopTshirtsNTubetop2,8083,wv8ZbcjJyzjDHEvBL
tube top,640,160,Black,Black,1,640,Able Sisters,Summer,No,Cute,Yes,For sale,TopsTexTopTshirtsNTubetop3,8084,FDNHm7b3MLsQSuqQx
tube top,640,160,Purple,Purple,1,640,Able Sisters,Summer,No,Cute,Yes,For sale,TopsTexTopTshirtsNTubetop4,8085,hXXwcKzZEiNCuk7fs
tube top,640,160,Blue,Blue,1,640,Able Sisters,Summer,No,Cute,Yes,For sale,TopsTexTopTshirtsNTubetop5,8086,R6mpP7Q5fhDH7q37A
tube top,640,160,Brown,Brown,1,640,Able Sisters,Summer,No,Cute,Yes,For sale,TopsTexTopTshirtsNTubetop6,8087,BQXoaMe6i6JwKx4o3
tunic tank,800,200,White,Black,1,640,Able Sisters,Summer,No,Simple,Yes,For sale,TopsTexTopCoatNTanktunic0,4668,wtqQ6cJmHuiFsNsRG
tunic tank,800,200,Yellow,Black,1,640,Able Sisters,Summer,No,Simple,Yes,For sale,TopsTexTopCoatNTanktunic1,8390,uNeaD3rvJYE38PcoE
tunic tank,800,200,Pink,Black,1,640,Able Sisters,Summer,No,Simple,Yes,For sale,TopsTexTopCoatNTanktunic2,8391,NHMTyvCEmccNFahiR
tunic tank,800,200,Green,Black,1,640,Able Sisters,Summer,No,Simple,Yes,For sale,TopsTexTopCoatNTanktunic3,8392,KBKCxbDL2yyczaDZW
tuxedo jacket,2500,625,Black,White,1,640,Able Sisters,All Year,Yes,Cool,Yes,For sale,TopsTexTopYshirtsLTuxedo0,3388,c6Dbp8gKzyEzMp4qi
tuxedo jacket,2500,625,Gray,White,1,640,Able Sisters,All Year,No,Cool,Yes,For sale,TopsTexTopYshirtsLTuxedo1,8270,6sdjEnZ9yp9EWHqcb
tuxedo jacket,2500,625,White,Yellow,1,640,Able Sisters,All Year,No,Cool,Yes,For sale,TopsTexTopYshirtsLTuxedo2,8271,PAXDfqzGYhA9dXrF8
tweed jacket,1680,420,Brown,Orange,1,640,Able Sisters,All Year,No,Elegant,Yes,For sale,TopsTexTopYshirtsLTweed0,3706,L6qeeriM3zE7HqW25
tweed jacket,1680,420,Blue,Yellow,1,640,Able Sisters,All Year,No,Elegant,Yes,For sale,TopsTexTopYshirtsLTweed1,8121,igd3MKNFq4QdCaicN
tweed jacket,1680,420,Beige,Green,1,640,Able Sisters,All Year,No,Elegant,Yes,For sale,TopsTexTopYshirtsLTweed2,8122,Wjft98dviQfxJWNbt
tweed jacket,1680,420,Red,Blue,1,640,Able Sisters,All Year,No,Elegant,Yes,For sale,TopsTexTopYshirtsLTweed3,8123,mgzvanRKTnrTMLq5x
tweed jacket,1680,420,Green,Red,1,640,Able Sisters,All Year,No,Elegant,Yes,For sale,TopsTexTopYshirtsLTweed4,8124,nbvdg9tuS4rmp7por
tweed jacket,1680,420,Pink,Light blue,1,640,Able Sisters,All Year,No,Elegant,Yes,For sale,TopsTexTopYshirtsLTweed5,8125,9Bv7G8TyR7zdBGRYe
tweed vest,1400,350,Green,Beige,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopYshirtsLTweedvest0,4524,MFo7cgDdESZJuXWqr
tweed vest,1400,350,Red,Beige,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopYshirtsLTweedvest1,8502,rPTZmxQ54XsdPN4NN
tweed vest,1400,350,Blue,Beige,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopYshirtsLTweedvest2,8503,DHS84ruaSxGup7T6y
two-ball tee,560,140,Blue,White,1,640,Nook Shopping Catalog,All Year,No,Active,Yes,For sale,TopsTexTopTshirtsHNumberball2,2541,ETSGu2LkZwwGqvcwq
V-neck sweater,840,210,Blue,Blue,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopTshirtsLVnecksweater0,3700,YCL3BbLntymBkCqhz
V-neck sweater,840,210,Red,Red,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopTshirtsLVnecksweater1,8547,dYuztNePqAvNDNFtD
V-neck sweater,840,210,Black,Black,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopTshirtsLVnecksweater2,8548,bbkMvbQDTvwaARg7u
vampire costume,2600,650,Black,Gray,1,640,Able Sisters,All Year,No,Cool,Yes,For sale,TopsTexTopCoatLVampire0,4395,Cf37nic9EFwdcWXTG
vampire costume,2600,650,Purple,Beige,1,640,Able Sisters,All Year,No,Cool,Yes,For sale,TopsTexTopCoatLVampire1,8283,Gc56Pf9T4WpiAKyoh
vertical-stripes shirt,960,240,Blue,White,1,640,Able Sisters,Summer,No,Simple,Yes,For sale,TopsTexTopCoatHStripeshirts0,3677,m7XZRLqtNYhpTeGra
vertical-stripes shirt,960,240,Purple,White,1,640,Able Sisters,Summer,No,Simple,Yes,For sale,TopsTexTopCoatHStripeshirts1,7776,7pgBqQCtY38r7rWr9
vertical-stripes shirt,960,240,Pink,White,1,640,Able Sisters,Summer,No,Simple,Yes,For sale,TopsTexTopCoatHStripeshirts2,7777,ZYXXmRDy2QZPGDmp5
vertical-stripes shirt,960,240,Green,White,1,640,Able Sisters,Summer,Yes,Simple,Yes,For sale,TopsTexTopCoatHStripeshirts3,7778,kTphkTSzdMEDEH5H8
vertical-stripes shirt,960,240,Gray,White,1,640,Able Sisters,Summer,No,Simple,Yes,For sale,TopsTexTopCoatHStripeshirts4,7779,JM8ksbhb8FRkDEsib
vertical-stripes shirt,960,240,Beige,White,1,640,Able Sisters,Summer,No,Simple,Yes,For sale,TopsTexTopCoatHStripeshirts5,7780,b8tBk49vtKSBkhyfD
vertical-stripes shirt,960,240,Orange,White,1,640,Able Sisters,Summer,No,Simple,Yes,For sale,TopsTexTopCoatHStripeshirts6,8834,XqHYgvWGpXGdCx6R2
vest with binoculars,1440,360,Beige,Blue,1,640,Nook Shopping Catalog,All Year,No,Simple,Yes,For sale,TopsTexTopYshirtsLGlassBeige,5433,mPCyYWugAao6MW9Q9
viking top,2500,625,Brown,Gray,1,640,Able Sisters,All Year,No,Cool,Yes,For sale,TopsTexTopCoatLViking0,9768,T6NFn4tp4KThNicX7
viking top,2500,625,Gray,Black,1,640,Able Sisters,All Year,No,Cool,Yes,For sale,TopsTexTopCoatLViking1,11950,5FrSRkC76WuBnxuP5
viking top,2500,625,Blue,Green,1,640,Able Sisters,All Year,No,Cool,Yes,For sale,TopsTexTopCoatLViking2,11951,rN3oh3q544wgwKh5w
waistcoat,1750,437,Gray,White,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopYshirtsLGilet0,3339,M2Z8RZ9Sxq58dtnAa
waistcoat,1750,437,Black,White,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopYshirtsLGilet1,8266,5MkCwiNpKxBMMZhQx
waistcoat,1750,437,Beige,White,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopYshirtsLGilet2,8267,vNnbhFv3qirrpm9nR
waistcoat,1750,437,White,Black,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopYshirtsLGilet3,8268,XoZm6FMcTup467ofc
waistcoat,1750,437,Blue,Light blue,1,640,Able Sisters,All Year,No,Simple,Yes,For sale,TopsTexTopYshirtsLGilet4,8269,ivWgXSExSYAc8zFEf
western shirt,2100,525,Light blue,Brown,1,640,Able Sisters,All Year,Yes,Active,Yes,For sale,TopsTexTopYshirtsLWestern0,3245,ZXbJD328Adha6bDZe
western shirt,2100,525,Pink,Brown,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopYshirtsLWestern1,8477,Z4P2n4ufv45ex7FSJ
western shirt,2100,525,Yellow,Brown,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopYshirtsLWestern2,8478,eC2Knpt2ED8JkuXZj
western shirt,2100,525,Black,Brown,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopYshirtsLWestern3,8479,KPhaub5kciZqFTeX8
winter-solstice sweater,1200,300,Beige,Brown,1,640,Winter Solstice Festival,Winter,No,Simple,Yes,Not in catalog,TopsTexTopOuterLWintersolstice0,12959,HLGTkiAj5kRsCCTnA
work apron,1100,275,Brown,Blue,1,640,Able Sisters,All Year,Yes,Active,Yes,For sale,TopsTexTopCoatLWorkapron0,9830,LGnwusDDvGBNQzYoz
work apron,1100,275,Green,White,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopCoatLWorkapron1,11955,hNKu6niK2FTNCyA83
work shirt,1040,260,White,Red,1,640,Able Sisters,All Year,No,Cool,Yes,For sale,TopsTexTopYshirtsLNecktie0,3266,MuvRn2urM85bGRK5M
work shirt,1040,260,White,Blue,1,640,Able Sisters,All Year,No,Cool,Yes,For sale,TopsTexTopYshirtsLNecktie1,8485,jwsf8ratCq3HcmGHo
work shirt,1040,260,White,Purple,1,640,Able Sisters,All Year,No,Cool,Yes,For sale,TopsTexTopYshirtsLNecktie2,8486,nWAc5jewJmTvCDdov
work shirt,1040,260,White,Green,1,640,Able Sisters,All Year,No,Cool,Yes,For sale,TopsTexTopYshirtsLNecktie3,8487,GxwNrzQieYctwQw5v
work shirt,1040,260,White,Black,1,640,Able Sisters,All Year,No,Cool,Yes,For sale,TopsTexTopYshirtsLNecktie4,8488,FPpXTHF932J5JsLLX
worker's jacket,800,200,Light blue,Light blue,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopYshirtsLFactory0,4765,dbaJShLmJXWw83cfF
worker's jacket,800,200,Beige,Beige,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopYshirtsLFactory1,8524,voCfmdhWC3QkBXYjh
worker's jacket,800,200,Blue,Blue,1,640,Able Sisters,All Year,Yes,Active,Yes,For sale,TopsTexTopYshirtsLFactory2,8525,pfgWAzypuXYpn46zo
workout top,560,140,Black,Green,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopTshirtsNTraining0,4421,br5CGLhaN5tWr97CA
workout top,560,140,Black,Pink,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopTshirtsNTraining1,8059,3QntWEZ2qsFDjKvZg
workout top,560,140,Black,Orange,1,640,Able Sisters,All Year,No,Active,Yes,For sale,TopsTexTopTshirtsNTraining2,8060,YeWhGMj8xNfcuZhgW
yodel cardigan,1440,360,Light blue,Blue,1,640,Able Sisters,Winter,No,Simple,Yes,For sale,TopsTexTopOuterLNordiccardigan0,3632,bLABfA2sJYGG2WM6N
yodel cardigan,1440,360,Beige,Brown,1,640,Able Sisters,Winter,No,Simple,Yes,For sale,TopsTexTopOuterLNordiccardigan1,7715,Z79CgLfyWqj9ySKmj
yodel cardigan,1440,360,Yellow,White,1,640,Able Sisters,Winter,No,Simple,Yes,For sale,TopsTexTopOuterLNordiccardigan2,7716,wtbpqbHXCajsYTS2W
yodel cardigan,1440,360,Blue,White,1,640,Able Sisters,Winter,No,Simple,Yes,For sale,TopsTexTopOuterLNordiccardigan3,7717,SE2LcF9XYbPybXSyr
yodel cardigan,1440,360,Red,White,1,640,Able Sisters,Winter,No,Simple,Yes,For sale,TopsTexTopOuterLNordiccardigan4,7718,cG2nfzjRBiLgSZZne
yodel cardigan,1440,360,Blue,Red,1,640,Able Sisters,Winter,No,Simple,Yes,For sale,TopsTexTopOuterLNordiccardigan5,7719,MvhMF7p5CiLxi2nGm
yodel sweater,1440,360,Orange,Blue,1,640,Able Sisters,Winter,No,Simple,Yes,For sale,TopsTexTopOuterLNordic0,3630,iF9eNKJna5qZ2ZZoJ
yodel sweater,1440,360,Green,Pink,1,640,Able Sisters,Winter,Yes,Simple,Yes,For sale,TopsTexTopOuterLNordic1,7720,4njMyq956ZmjJucDe
yodel sweater,1440,360,Blue,Purple,1,640,Able Sisters,Winter,No,Simple,Yes,For sale,TopsTexTopOuterLNordic2,7721,psMDMcqYJ9EktmsSW
yodel sweater,1440,360,Brown,Orange,1,640,Able Sisters,Winter,No,Simple,Yes,For sale,TopsTexTopOuterLNordic3,7722,CR4yjijkrXoWMxGto
yodel sweater,1440,360,Red,Light blue,1,640,Able Sisters,Winter,No,Simple,Yes,For sale,TopsTexTopOuterLNordic4,7723,SMKQhR6gdB3Mqv5KE
young-royal shirt,1440,360,White,Green,1,640,Able Sisters,All Year,No,Gorgeous,Yes,For sale,TopsTexTopYshirtsLPrince0,4198,Y3nHGP5SBXZD8Jmeb
young-royal shirt,1440,360,Black,Red,1,640,Able Sisters,All Year,No,Gorgeous,Yes,For sale,TopsTexTopYshirtsLPrince1,8498,ntsoNan7oNNPebRgJ
young-royal shirt,1440,360,Pink,Pink,1,640,Able Sisters,All Year,No,Gorgeous,Yes,For sale,TopsTexTopYshirtsLPrince2,8499,Q7rsY5EbzY2m6PAFE
young-royal shirt,1440,360,Light blue,Blue,1,640,Able Sisters,All Year,No,Gorgeous,Yes,For sale,TopsTexTopYshirtsLPrince3,8500,fF5x8ZkHSRYfzBWiY
young-royal shirt,1440,360,Yellow,Orange,1,640,Able Sisters,All Year,No,Gorgeous,Yes,For sale,TopsTexTopYshirtsLPrince4,8501,torBv4vydYwht5pvm
zigzag shirt,960,240,Green,Red,1,640,Nook Shopping Catalog,All Year,No,Active,Yes,For sale,TopsTexTopTshirtsLJagged0,8204,DTJxofCEWjfnLwAPv
